island,source,background,local_rms,ra_str,dec_str,ra,err_ra,dec,err_dec,peak_flux,err_peak_flux,int_flux,err_int_flux,a,err_a,b,err_b,pa,err_pa,flags,residual_mean,residual_std,uuid,psf_a,psf_b,psf_pa
1,0,0.0,0.5,02:03:12.00,-15:29:59.98,30.800000408545575,4.130570338663192e-05,-15.499995286764904,4.117104852774389e-05,45.692677124671405,0.4833518348815661,46.24082239196266,0.5628315965245563,30.188046581277437,0.1284521645547756,30.174610472278538,0.12853443026879185,85.66858009677502,17.315911364805768,0,-0.0856464296327483,0.09010081677702643,1e5a6391-b6cd-4060-91ea-aad5252f8fe7,30.001129815329836,30.002686320183056,-0.21374758141237313
2,0,0.0,0.5,02:02:45.33,-15:27:20.01,30.68888689325576,4.5906218408619794e-05,-15.455557099075323,4.58239950482664e-05,41.105155855782115,0.48325696784966893,41.66454814529799,0.5639844414966011,30.215160555239176,0.1433891497948439,30.194671927632363,0.14320482463478032,1.1288231622240525,11.001217815717096,0,-0.057260775213435935,0.08652982836486393,ed1114b3-7c5a-4c71-b99c-4115d0ac9f25,30.000935338785855,30.00198923867534,-0.18354197037268086
3,0,0.0,0.5,02:03:12.00,-15:27:20.01,30.799998563241132,4.084974439115802e-05,-15.455557596032408,4.076394606400413e-05,46.18281801033138,0.4833309269725906,46.757320798524965,0.563348468806035,30.194448652543194,0.12747571811185185,30.181238015808912,0.1273708126375548,-2.1857008027520766,14.387466797855078,0,-0.05951954881236341,0.07874607021282691,c6de6816-b6c8-4ddd-a4a3-e335003733ae,30.00093687456555,30.002687467998047,-0.2131490817591656
4,0,0.0,0.5,02:03:12.00,-15:24:40.01,30.79999890158386,4.0418571566590916e-05,-15.411112793195176,4.034158299326407e-05,46.66405536081369,0.48335532076056686,47.223846995416544,0.5630776463063916,30.189704355860943,0.12610352086851498,30.172582913294892,0.1259759007667328,2.1793239829249513,10.878598906026024,0,-0.06898239146946546,0.08975239149317367,2e70d64f-9a10-4727-8252-3c01b342f298,30.00076195904092,30.002688627636584,-0.21255094113252887
5,0,0.0,0.5,02:02:45.33,-15:24:40.00,30.688889554278596,4.5304725146732414e-05,-15.41111120024603,4.514036202962757e-05,41.66716709655366,0.48335947317967964,42.16664674122277,0.5632045165277634,30.19135967679673,0.1412084447552429,30.16996070245569,0.14135835807155797,89.89817318679265,11.677789306803058,0,-0.055869472618399904,0.07364752082739565,625cd0a7-cba3-4a0d-8ba2-c6e48ac41ea1,30.000760573605508,30.001990111580824,-0.18302752914173417
6,0,0.0,0.5,02:02:45.33,-15:22:00.01,30.688882589826726,4.4774873247688585e-05,-15.36666927291784,4.46613084132963e-05,42.147498231856076,0.48330572408774547,42.684835997404164,0.5635401041641347,30.1936126651379,0.13970010241266026,30.1902569137121,0.1396682530427313,1.0825245643492196,47.97288511267324,0,-0.0669875168994026,0.08527776329835526,a64ae36a-b150-4ead-a7ef-5b51e3252edd,30.00060387861143,30.00199092627202,-0.1825104694813489
7,0,0.0,0.5,02:03:12.00,-15:21:59.99,30.799999424188137,4.000973144837288e-05,-15.366664315326801,3.9876562823337736e-05,47.15913725717106,0.48342038389989994,47.677709385625825,0.562640865430017,30.17373587912389,0.12466343721497852,30.158562858741337,0.1247584551875869,88.11889875315389,15.706071289628056,0,-0.060857217947122635,0.08145188890869093,3946b450-4380-46ac-a38d-459d70eb4379,30.00060508825336,30.002689785738642,-0.2119526713768369
8,0,0.0,0.5,02:02:45.33,-15:19:20.00,30.688886202094615,4.420516659509427e-05,-15.322222977247009,4.406651615518343e-05,42.71110352757841,0.4832772215302424,43.27843947939139,0.5637712796913472,30.205205104363294,0.13781002828608963,30.194447835078385,0.13786232903368426,-88.16692658548617,25.27417175839392,0,-0.05663622207953985,0.07966325556099708,335fd9d9-8fe3-40ee-b44a-3d3e8fd96736,30.000465224350194,30.001991800355643,-0.18199605417125458
9,0,0.0,0.5,02:03:12.00,-15:19:19.99,30.799998233284512,3.95384711221675e-05,-15.322219442869892,3.9441344421575764e-05,47.71290252621386,0.4833717506648425,48.27562561298748,0.563058561189943,30.180078905719306,0.12335176336359632,30.175878269512456,0.12330147049377735,1.2937950070787647,31.329930633411355,0,-0.06148587778182786,0.07711531285154295,05e6fa8f-55b9-4a27-a422-18219ae539de,30.000466287470047,30.002690929139128,-0.21135386898257746
10,0,0.0,0.5,02:03:12.00,-15:16:40.01,30.7999998858232,3.9141377940861926e-05,-15.277780099784382,3.904768244922252e-05,48.15446233007421,0.48353915912754486,48.596776051661095,0.5608134013940045,30.142233542122245,0.1212282911938131,30.13574562400972,0.12117850300740729,-7.072607141293886,24.443361218240316,0,-0.061964329643495825,0.08326456683524436,45453d80-fbd5-4614-8ab7-321247407c8d,30.000345556708083,30.002692088538705,-0.21075576463355575
